02/13/2022 14:30:04.011 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
02/13/2022 14:30:04.011 | DEBUG    |                             AshitaCore::AshitaCore | .ctor
02/13/2022 14:30:04.011 | DEBUG    |                             AshitaCore::Initialize | <Begin>
02/13/2022 14:30:04.011 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
02/13/2022 14:30:04.011 | DEBUG    |                             AshitaCore::Initialize | Starting initialization...
02/13/2022 14:30:04.011 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Install Path : C:\Ashita-v4beta\
02/13/2022 14:30:04.011 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Config Script: \boot\mybootsettings.ini
02/13/2022 14:30:04.011 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Ashita-v4beta\\config\boot\mybootsettings.ini
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize | >> BOOT CONFIGURATION DUMP <<
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize | [ashita.launcher]
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   autoclose : 1
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   name : Example Configuration
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize | [ashita.boot]
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   file : C:\Program Files (x86)\PlayOnline\SquareEnix\PlayOnlineViewer\pol.exe
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   gamemodule : ffximain.dll
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   script : retail.txt
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   args : 
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize | [ashita.language]
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   playonline : 2
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   ashita : 2
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize | [ashita.logging]
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   level : 5
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   crashdumps : 1
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize | [ashita.taskpool]
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   threadcount : -1
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize | [ashita.resources]
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   offsets.use_overrides : 1
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   pointers.use_overrides : 1
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   resources.use_overrides : 1
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize | [ashita.window.startpos]
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   x : -1
02/13/2022 14:30:04.013 | DEBUG    |                             AshitaCore::Initialize |   y : -1
