07/29/2022 17:28:30.340 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
07/29/2022 17:28:30.340 | DEBUG    |                             AshitaCore::AshitaCore | .ctor
07/29/2022 17:28:30.340 | DEBUG    |                             AshitaCore::Initialize | <Begin>
07/29/2022 17:28:30.340 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
07/29/2022 17:28:30.341 | DEBUG    |                             AshitaCore::Initialize | Starting initialization...
07/29/2022 17:28:30.341 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Install Path : C:\Ashita-v4beta\
07/29/2022 17:28:30.341 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Config Script: \boot\mybootsettings.ini
07/29/2022 17:28:30.342 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Ashita-v4beta\\config\boot\mybootsettings.ini
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize | >> BOOT CONFIGURATION DUMP <<
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize | [ashita.launcher]
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   autoclose : 1
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   name : Example Configuration
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize | [ashita.boot]
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   file : C:\Program Files (x86)\PlayOnline\SquareEnix\PlayOnlineViewer\pol.exe
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   gamemodule : ffximain.dll
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   script : retail.txt
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   args : 
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize | [ashita.language]
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   playonline : 2
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   ashita : 2
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize | [ashita.logging]
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   level : 5
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   crashdumps : 1
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize | [ashita.taskpool]
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   threadcount : -1
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize | [ashita.resources]
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   offsets.use_overrides : 1
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   pointers.use_overrides : 1
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   resources.use_overrides : 1
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize | [ashita.window.startpos]
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   x : -1
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   y : -1
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize | [ashita.input]
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   gamepad.allowbackground : 0
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   gamepad.disableenumeration : 0
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   keyboard.blockinput : 0
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   keyboard.blockbindsduringinput : 1
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   keyboard.silentbinds : 1
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   keyboard.windowskeyenabled : 0
07/29/2022 17:28:30.344 | DEBUG    |                             AshitaCore::Initialize |   mouse.blockinput : 0
