11/29/2022 09:03:40.152 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
11/29/2022 09:03:40.153 | DEBUG    |                             AshitaCore::AshitaCore | .ctor
11/29/2022 09:03:40.153 | DEBUG    |                             AshitaCore::Initialize | <Begin>
11/29/2022 09:03:40.153 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
11/29/2022 09:03:40.153 | DEBUG    |                             AshitaCore::Initialize | Starting initialization...
11/29/2022 09:03:40.155 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Install Path : G:\Ashita-v4beta\
11/29/2022 09:03:40.155 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Config Script: \boot\mybootsettings.ini
11/29/2022 09:03:40.157 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\boot\mybootsettings.ini
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize | >> BOOT CONFIGURATION DUMP <<
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize | [ashita.launcher]
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize |   autoclose : 1
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize |   name : Example Configuration
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize | [ashita.boot]
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize |   file : G:\PlayOnline\SquareEnix\PlayOnlineViewer\pol.exe
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize |   gamemodule : ffximain.dll
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize |   script : retail.txt
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize |   args : 
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize | [ashita.language]
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize |   playonline : 2
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize |   ashita : 2
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize | [ashita.logging]
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize |   level : 5
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize |   crashdumps : 1
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize | [ashita.taskpool]
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize |   threadcount : -1
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize | [ashita.resources]
11/29/2022 09:03:40.160 | DEBUG    |                             AshitaCore::Initialize |   offsets.use_overrides : 1
